ID,Gender,Age,Ethnicity,Education,Country,CountryPP,EstimatedIncome,NScore,EScore,OScore,AScore,CScore,Impulsivity,SensationSeeking,Alcohol,Amphet,Amyl,Benzos,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
550,M,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,48,37,47,44,28,5,2,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
552,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,34,37,36,48,50,1,4,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
553,F,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,28,48,47,36,49,3,9,CL4,CL2,CL1,CL0,CL6,CL4,CL5,CL3,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL3,CL3,CL0,CL0
554,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,52,29,45,48,44,3,2,CL2,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
556,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,42,43,43,43,50,5,6,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
557,F,Ag4,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,38,33,38,43,48,2,2,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
558,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,34,38,48,42,44,1,4,CL6,CL2,CL2,CL0,CL6,CL2,CL4,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL2,CL2,CL0,CL0
559,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,21,46,45,52,50,2,5,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
560,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,31,39,42,49,41,7,9,CL5,CL2,CL2,CL0,CL6,CL2,CL3,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
561,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,28,40,49,45,49,4,4,CL6,CL1,CL1,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL0
562,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,46,41,41,45,45,2,4,CL6,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
563,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,42,44,49,36,47,3,5,CL5,CL1,CL0,CL3,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL3,CL0,CL0
564,F,Ag3,OT,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,58,43,35,41,51,3,3,CL6,CL0,CL1,CL1,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
565,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,44,42,42,31,40,4,6,CL5,CL0,CL3,CL2,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
566,F,Ag4,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,31,37,46,44,39,8,3,CL2,CL6,CL0,CL0,CL6,CL3,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL1
567,F,Ag4,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,39,34,47,47,36,2,3,CL5,CL0,CL0,CL1,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
568,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,45,47,39,49,46,1,2,CL5,CL2,CL2,CL2,CL5,CL4,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
569,M,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,53,44,54,37,38,3,6,CL6,CL0,CL2,CL0,CL6,CL3,CL6,CL2,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL6,CL0,CL0
570,M,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,46,34,45,41,42,3,5,CL1,CL0,CL0,CL0,CL1,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
571,F,Ag3,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,32,45,45,37,56,2,4,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL1
572,F,Ag3,WH,Ed6,Australia,49901,5762.2753906,38,47,38,31,39,5,8,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
573,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,21,52,45,50,53,4,8,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
574,M,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,48,31,34,36,37,8,6,CL6,CL1,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
575,F,Ag5,WH,Ed5,United States of America,58669,3644,27,46,49,39,39,5,5,CL5,CL0,CL0,CL2,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
576,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,55,29,33,47,28,2,1,CL6,CL1,CL0,CL0,CL5,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
577,M,Ag3,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,20,45,35,40,49,3,6,CL5,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0
578,F,Ag2,OT,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,44,42,47,47,48,2,4,CL4,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
579,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,46,45,41,51,41,2,5,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
580,F,Ag4,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,46,39,48,50,51,1,1,CL6,CL1,CL0,CL2,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
581,F,Ag1,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,34,45,50,44,47,3,5,CL5,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
582,F,Ag3,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,25,40,38,43,27,8,5,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
583,M,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,27,50,49,41,37,6,8,CL6,CL0,CL4,CL0,CL6,CL5,CL6,CL0,CL0,CL5,CL0,CL4,CL2,CL0,CL0,CL2,CL6,CL0,CL0
584,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,39,48,56,41,48,5,6,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
585,F,Ag1,WH,Ed5,United States of America,58669,1678,42,40,42,46,39,3,9,CL5,CL0,CL0,CL3,CL6,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
586,M,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,33,41,44,35,47,7,7,CL2,CL0,CL2,CL0,CL3,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
587,M,Ag1,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,43,36,54,36,40,5,7,CL2,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
588,M,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,39,42,44,48,28,4,8,CL5,CL5,CL2,CL4,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
589,F,Ag2,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,31,50,49,49,43,3,6,CL5,CL3,CL1,CL3,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
590,F,Ag5,WH,Ed5,United States of America,58669,3644,24,39,48,37,45,5,6,CL2,CL1,CL0,CL1,CL6,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
591,M,Ag3,WH,Ed1,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,30,40,42,39,46,3,7,CL3,CL3,CL2,CL1,CL6,CL6,CL5,CL2,CL0,CL2,CL1,CL0,CL0,CL1,CL1,CL0,CL6,CL0,CL1
592,F,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,40,37,44,32,52,3,3,CL6,CL0,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
593,F,Ag3,WH,Ed6,United States of America,58669,3492,14,46,47,46,54,2,5,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL2,CL3,CL2,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
595,M,Ag3,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,32,36,42,35,37,7,8,CL5,CL2,CL3,CL4,CL6,CL5,CL5,CL2,CL0,CL3,CL0,CL2,CL3,CL2,CL0,CL3,CL0,CL0,CL0
597,M,Ag1,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,23,45,51,49,48,5,9,CL5,CL2,CL0,CL0,CL5,CL5,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
598,F,Ag5,WH,Ed6,Canada,46059,4173.7192383,32,37,44,38,46,6,9,CL1,CL1,CL1,CL2,CL6,CL4,CL5,CL1,CL1,CL0,CL0,CL0,CL6,CL1,CL3,CL1,CL1,CL0,CL1
599,F,Ag4,WH,Ed6,United States of America,58669,3508,36,41,42,46,44,3,4,CL5,CL1,CL0,CL2,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL2,CL3,CL0,CL0
600,M,Ag1,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,41,39,48,43,35,5,7,CL4,CL0,CL2,CL0,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL3,CL6,CL0,CL0
601,F,Ag4,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,43,36,42,54,43,2,2,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
602,M,Ag1,WH,Ed5,United States of America,58669,1678,46,47,51,44,34,8,9,CL4,CL5,CL0,CL0,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL4,CL0,CL0,CL4,CL6,CL0,CL0
603,M,Ag1,WH,Ed5,United States of America,58669,1678,41,28,38,29,46,5,9,CL6,CL3,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL2
604,M,Ag1,WH,Ed5,United States of America,58669,1678,54,33,51,39,34,5,8,CL6,CL3,CL0,CL2,CL6,CL6,CL3,CL0,CL0,CL2,CL0,CL0,CL6,CL3,CL3,CL4,CL6,CL0,CL0
605,M,Ag2,WH,Ed7,United States of America,58669,2852,29,34,43,33,43,2,5,CL5,CL0,CL0,CL2,CL6,CL5,CL5,CL2,CL0,CL2,CL0,CL2,CL2,CL3,CL0,CL3,CL5,CL0,CL2
606,F,Ag3,WH,Ed5,United States of America,58669,3492,40,42,48,49,45,2,4,CL5,CL0,CL0,CL5,CL6,CL5,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL1,CL5,CL0,CL0
607,F,Ag5,WH,Ed8,United States of America,58669,3644,15,47,57,51,34,2,4,CL5,CL3,CL1,CL2,CL6,CL6,CL6,CL1,CL2,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
608,M,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,31,40,38,52,36,3,9,CL5,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
609,M,Ag4,WH,Ed5,United States of America,58669,3508,35,40,52,55,41,2,6,CL2,CL1,CL0,CL0,CL6,CL3,CL3,CL1,CL1,CL0,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
610,M,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,21,48,54,44,49,5,10,CL6,CL6,CL4,CL4,CL6,CL6,CL6,CL6,CL2,CL4,CL2,CL3,CL4,CL2,CL0,CL3,CL1,CL0,CL5
611,F,Ag5,WH,Ed6,Canada,46059,4173.7192383,48,34,36,50,30,8,5,CL4,CL1,CL0,CL1,CL5,CL5,CL4,CL3,CL3,CL0,CL0,CL0,CL0,CL1,CL0,CL4,CL1,CL0,CL1
612,M,Ag2,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,27,46,52,44,37,4,10,CL6,CL1,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL0,CL3,CL1,CL0,CL0,CL6,CL0,CL0
613,M,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,29,42,42,51,46,5,9,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL0,CL2,CL0,CL0,CL0,CL3,CL0,CL0,CL2,CL6,CL0,CL2
614,M,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,25,41,45,41,39,3,4,CL1,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL4,CL0,CL1,CL5,CL1,CL0,CL2,CL1,CL0,CL0
615,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,54,38,44,32,37,4,6,CL6,CL3,CL2,CL5,CL5,CL6,CL6,CL3,CL0,CL2,CL0,CL0,CL6,CL0,CL0,CL2,CL6,CL0,CL1
616,F,Ag2,WH,Ed1,United States of America,58669,2852,33,44,41,37,44,7,5,CL3,CL2,CL0,CL3,CL6,CL3,CL4,CL3,CL3,CL3,CL3,CL0,CL0,CL3,CL3,CL2,CL6,CL0,CL2
617,F,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,37,39,43,48,40,6,9,CL6,CL0,CL0,CL1,CL6,CL2,CL2,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
618,F,Ag4,WH,Ed5,United States of America,58669,3508,46,41,45,39,34,7,9,CL2,CL6,CL1,CL6,CL6,CL6,CL6,CL2,CL1,CL0,CL0,CL0,CL2,CL1,CL2,CL4,CL4,CL0,CL0
619,M,Ag4,WH,Ed6,Ireland,46905,4311.8115234,27,48,44,39,47,2,6,CL3,CL2,CL2,CL3,CL6,CL6,CL5,CL0,CL0,CL0,CL1,CL0,CL5,CL2,CL0,CL2,CL6,CL0,CL1
620,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,35,47,52,44,42,5,6,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
621,M,Ag5,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,3942.8076172,29,33,51,37,46,1,3,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
622,M,Ag1,WH,Ed4,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,41,30,43,52,28,7,7,CL5,CL0,CL0,CL0,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL4,CL2,CL0,CL0,CL0,CL6,CL0,CL2
623,M,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,27,44,45,34,44,6,7,CL5,CL0,CL1,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
624,F,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,34,43,44,45,52,2,1,CL5,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
625,F,Ag4,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,32,40,43,41,31,8,4,CL6,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL2,CL0,CL1
626,F,Ag3,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,36,40,37,43,44,1,5,CL6,CL0,CL0,CL1,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
627,F,Ag3,WH,Ed6,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,32,36,42,37,44,2,1,CL6,CL1,CL0,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0
628,M,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,35,37,40,40,45,3,5,CL6,CL1,CL2,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
629,M,Ag3,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,21,33,35,54,46,0,3,CL5,CL1,CL1,CL2,CL5,CL5,CL6,CL3,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0
630,F,Ag2,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,48,32,37,53,44,1,1,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
631,F,Ag4,WB,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,31,43,50,45,41,3,0,CL5,CL0,CL0,CL1,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
632,F,Ag3,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,41,38,56,45,49,1,0,CL6,CL1,CL0,CL0,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL5,CL0,CL0
633,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,40,39,44,56,49,1,4,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
634,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,48,37,37,37,47,1,0,CL5,CL0,CL2,CL0,CL4,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
635,F,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,29,51,49,44,44,2,6,CL5,CL0,CL2,CL2,CL6,CL3,CL5,CL3,CL0,CL2,CL0,CL2,CL3,CL0,CL0,CL2,CL5,CL0,CL0
636,F,Ag3,WH,Ed9,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,48,41,46,36,37,3,9,CL6,CL3,CL3,CL6,CL6,CL5,CL5,CL5,CL0,CL5,CL1,CL3,CL3,CL2,CL1,CL2,CL6,CL0,CL1
637,M,Ag3,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,28,38,45,50,38,2,6,CL5,CL2,CL2,CL2,CL6,CL3,CL6,CL2,CL0,CL2,CL0,CL2,CL0,CL1,CL0,CL2,CL1,CL0,CL0
638,F,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,29,42,43,46,42,4,5,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
639,F,Ag3,WH,Ed6,Canada,46059,4566.8349609,32,41,39,48,45,1,2,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
640,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,33,36,36,42,52,2,6,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
641,M,Ag2,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,33,51,52,51,45,5,10,CL5,CL1,CL2,CL3,CL6,CL6,CL6,CL4,CL0,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
642,M,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,34,35,49,44,41,3,4,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
643,M,Ag3,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,29,46,52,56,53,3,7,CL5,CL1,CL1,CL0,CL4,CL1,CL6,CL0,CL0,CL1,CL0,CL0,CL4,CL0,CL0,CL1,CL1,CL0,CL1
644,F,Ag2,BL,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,26,44,44,51,50,2,7,CL5,CL0,CL0,CL0,CL4,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
645,M,Ag2,WH,Ed5,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,38,38,34,47,37,3,6,CL5,CL3,CL3,CL0,CL5,CL4,CL6,CL5,CL0,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0
646,M,Ag4,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,36,38,44,38,39,7,4,CL5,CL0,CL0,CL0,CL4,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
647,F,Ag1,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,3024.1740723,31,39,44,42,47,3,4,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
648,M,Ag1,WH,Ed5,United States of America,58669,1678,23,49,53,32,48,2,7,CL6,CL0,CL0,CL3,CL6,CL5,CL6,CL4,CL0,CL4,CL0,CL0,CL4,CL0,CL3,CL3,CL6,CL0,CL2
649,F,Ag3,WH,Ed8,United States of America,58669,3492,47,41,53,55,34,7,10,CL6,CL2,CL1,CL3,CL4,CL6,CL5,CL3,CL4,CL1,CL3,CL0,CL2,CL1,CL0,CL1,CL6,CL0,CL0
650,F,Ag2,WH,Ed7,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,34,45,37,43,54,4,2,CL5,CL2,CL1,CL0,CL2,CL2,CL5,CL2,CL0,CL2,CL0,CL1,CL0,CL1,CL0,CL0,CL2,CL0,CL0
651,F,Ag4,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,5219.1391602,31,53,59,53,43,7,7,CL5,CL2,CL2,CL4,CL6,CL5,CL6,CL4,CL1,CL5,CL0,CL3,CL4,CL2,CL1,CL2,CL6,CL0,CL0
652,M,Ag2,WH,Ed8,United Kingdom of Great Britain and Northern Ireland,43105,4812.6640625,42,43,49,47,34,4,2,CL5,CL0,CL2,CL0,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
653,M,Ag1,WH,Ed5,Australia,49901,2483.6679688,46,48,54,39,34,4,7,CL5,CL5,CL3,CL4,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL4,CL5,CL5,CL3,CL4,CL6,CL0,CL3
654,M,Ag1,WH,Ed5,United States of America,58669,1678,29,44,46,44,42,7,7,CL6,CL0,CL0,CL0,CL4,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL2,CL0,CL0
655,F,Ag3,WH,Ed2,United Kingdom of Great Britain and Northern Ireland,43105,4828.9228516,32,46,41,46,49,2,3,CL5,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL3,CL0,CL2,CL0,CL0
657,M,Ag4,WH,Ed5,Canada,46059,4817.7597656,48,36,48,35,33,7,7,CL4,CL0,CL0,CL0,CL6,CL6,CL5,CL2,CL3,CL0,CL0,CL0,CL3,CL2,CL0,CL5,CL6,CL0,CL0
